Tree Level,Tree Path,Id,Abbreviation,Description
7,31048363.31048364.31048432.31048485.31048486.31048489,31048489,Space weather,Space weather
7,31048363.31048364.31048432.31048485.31048486.31048490,31048490,Solar physics,Solar physics
6,31048363.31048364.31048432.31048485.31048491,31048491,Planetary systems sciences,Planetary systems sciences
7,31048363.31048364.31048432.31048485.31048491.31048492,31048492,Gaseous planets,Gaseous planets
7,31048363.31048364.31048432.31048485.31048491.31048493,31048493,Terrestrial planets and major satellites,Terrestrial planets and major satellites
7,31048363.31048364.31048432.31048485.31048491.31048494,31048494,Minor satellites and bodies of the solar system,Minor satellites and bodies of the solar system
7,31048363.31048364.31048432.31048485.31048491.31048495,31048495,Meteorites and interplanetary dust,Meteorites and interplanetary dust
7,31048363.31048364.31048432.31048485.31048491.31048496,31048496,Exoplanets,Exoplanets
6,31048363.31048364.31048432.31048485.31048492,31048492,Gaseous planets,Gaseous planets
6,31048363.31048364.31048432.31048485.31048497,31048497,Interstellar medium,Interstellar medium
6,31048363.31048364.31048432.31048485.31048498,31048498,Formation of stars and planets,Formation of stars and planets
6,31048363.31048364.31048432.31048485.31048499,31048499,Astrophysics,Astrophysics
6,31048363.31048364.31048432.31048485.31048500,31048500,Astrobiology,Astrobiology
6,31048363.31048364.31048432.31048485.31048501,31048501,Astrochemistry,Astrochemistry
6,31048363.31048364.31048432.31048485.31048502,31048502,Stars and stellar systems,Stars and stellar systems
7,31048363.31048364.31048432.31048485.31048502.31048503,31048503,Stellar structure and evolution,Stellar structure and evolution
7,31048363.31048364.31048432.31048485.31048502.31048504,31048504,"Stellar systems: multiple stars, clusters, and ass","Stellar systems: multiple stars, clusters, and associations"
7,31048363.31048364.31048432.31048485.31048502.31048505,31048505,Stellar populations and dynamics,Stellar populations and dynamics
6,31048363.31048364.31048432.31048485.31048506,31048506,The Galaxy,The Galaxy
6,31048363.31048364.31048432.31048485.31048507,31048507,Formation and evolution of galaxies,Formation and evolution of galaxies
6,31048363.31048364.31048432.31048485.31048508,31048508,Clusters of galaxies and large scale structures,Clusters of galaxies and large scale structures
6,31048363.31048364.31048432.31048485.31048509,31048509,"High energy and particles astronomy - X-rays, cosm","High energy and particles astronomy - X-rays, cosmic rays, gamma rays, neutrinos"
6,31048363.31048364.31048432.31048485.31048510,31048510,Relativistic astrophysics,Relativistic astrophysics
6,31048363.31048364.31048432.31048485.31048511,31048511,"Dark matter, dark energy","Dark matter, dark energy"
6,31048363.31048364.31048432.31048485.31048512,31048512,Gravitational astronomy,Gravitational astronomy
6,31048363.31048364.31048432.31048485.31048513,31048513,Cosmology,Cosmology
6,31048363.31048364.31048432.31048485.31048514,31048514,Space Sciences,Space Sciences
6,31048363.31048364.31048432.31048485.31048515,31048515,"Very large data bases: archiving, handling and ana","Very large data bases: archiving, handling and analysis"
7,31048363.31048364.31048432.31048485.31048515.31048515,31048515,"Very large data bases: archiving, handling and ana","Very large data bases: archiving, handling and analysis"
7,31048363.31048364.31048432.31048485.31048515.31048516,31048516,Data and image processing,Data and image processing
7,31048363.31048364.31048432.31048485.31048515.31048517,31048517,Data archiving and mining,Data archiving and mining
7,31048363.31048364.31048432.31048485.31048515.31048518,31048518,Planetary and structure mapping,Planetary and structure mapping
6,31048363.31048364.31048432.31048485.31048519,31048519,"Instrumentation - telescopes, detectors and techni","Instrumentation - telescopes, detectors and techniques"
7,31048363.31048364.31048432.31048485.31048519.31048520,31048520,"Observational astronomy: cosmic rays, neutrinos, a","Observational astronomy: cosmic rays, neutrinos, and other particles"
7,31048363.31048364.31048432.31048485.31048519.31048521,31048521,Observational astronomy: gamma rays,Observational astronomy: gamma rays
7,31048363.31048364.31048432.31048485.31048519.31048522,31048522,Observational astronomy: X rays,Observational astronomy: X rays
7,31048363.31048364.31048432.31048485.31048519.31048523,31048523,Observational astronomy: ultraviolet,Observational astronomy: ultraviolet
7,31048363.31048364.31048432.31048485.31048519.31048524,31048524,Observational astronomy: visible,Observational astronomy: visible
7,31048363.31048364.31048432.31048485.31048519.31048525,31048525,Observational astronomy: infrared,Observational astronomy: infrared
7,31048363.31048364.31048432.31048485.31048519.31048526,31048526,Observational astronomy: millimeter and submillime,Observational astronomy: millimeter and submillimeter
7,31048363.31048364.31048432.31048485.31048519.31048527,31048527,Observational astronomy: radio,Observational astronomy: radio
7,31048363.31048364.31048432.31048485.31048519.31048528,31048528,Mathematical and numerical techniques,Mathematical and numerical techniques
7,31048363.31048364.31048432.31048485.31048519.31048529,31048529,"Ground based Instruments / Telescopes: design, con","Ground based Instruments / Telescopes: design, construction, and operation"
7,31048363.31048364.31048432.31048485.31048519.31048530,31048530,Space based Instruments (see Space Engineering / S,Space based Instruments (see Space Engineering / Science instruments)
6,31048363.31048364.31048432.31048485.31048531,31048531,Theoretical astronomy,Theoretical astronomy
6,31048363.31048364.31048432.31048485.31048532,31048532,Upper atmosphere (Neutral and ionosphere),Upper atmosphere (Neutral and ionosphere)
6,31048363.31048364.31048432.31048485.31048533,31048533,Techniques,Techniques
7,31048363.31048364.31048432.31048485.31048533.31048528,31048528,Mathematical and numerical techniques,Mathematical and numerical techniques
7,31048363.31048364.31048432.31048485.31048533.31048529,31048529,"Ground based Instruments / Telescopes: design, con","Ground based Instruments / Telescopes: design, construction, and operation"
7,31048363.31048364.31048432.31048485.31048533.31048530,31048530,Space based Instruments (see Space Engineering / S,Space based Instruments (see Space Engineering / Science instruments)
4,31048363.31048364.31048534,31048534,Chemical sciences,Chemical sciences
5,31048363.31048364.31048534.31048535,31048535,Organic chemistry,Organic chemistry
6,31048363.31048364.31048534.31048535.31048536,31048536,Carbonhydrates,Carbonhydrates
6,31048363.31048364.31048534.31048535.31048537,31048537,Macromolecular chemistry,Macromolecular chemistry
6,31048363.31048364.31048534.31048535.31048538,31048538,Organometallic chemistry,Organometallic chemistry
6,31048363.31048364.31048534.31048535.31048539,31048539,Polymer chemistry,Polymer chemistry
6,31048363.31048364.31048534.31048535.31048540,31048540,Synthetic Organic chemistry,Synthetic Organic chemistry
6,31048363.31048364.31048534.31048535.31048541,31048541,Heterocyclic chemistry,Heterocyclic chemistry
6,31048363.31048364.31048534.31048535.31048542,31048542,Peptide chemistry,Peptide chemistry
6,31048363.31048364.31048534.31048535.31048543,31048543,Natural product synthesis,Natural product synthesis
6,31048363.31048364.31048534.31048535.31048544,31048544,Molecular chemistry,Molecular chemistry
6,31048363.31048364.31048534.31048535.31048545,31048545,Supramolecular chemistry,Supramolecular chemistry
6,31048363.31048364.31048534.31048535.31048546,31048546,Organic reaction mechanism,Organic reaction mechanism
6,31048363.31048364.31048534.31048535.31048547,31048547,Stereochemistry,Stereochemistry
6,31048363.31048364.31048534.31048535.31048548,31048548,Combinatorial chemistry,Combinatorial chemistry
6,31048363.31048364.31048534.31048535.31048549,31048549,Gender in organic chemistry,Gender in organic chemistry
5,31048363.31048364.31048534.31048550,31048550,Inorganic and nuclear chemistry,Inorganic and nuclear chemistry
6,31048363.31048364.31048534.31048550.31048440,31048440,Radiation and Nuclear chemistry,Radiation and Nuclear chemistry
6,31048363.31048364.31048534.31048550.31048465,31048465,Molecular architecture and structure,Molecular architecture and structure
6,31048363.31048364.31048534.31048550.31048551,31048551,Inorganic Synthesis,Inorganic Synthesis
6,31048363.31048364.31048534.31048550.31048552,31048552,Carbon chemistry,Carbon chemistry
6,31048363.31048364.31048534.31048550.31048553,31048553,Ionic solids,Ionic solids
6,31048363.31048364.31048534.31048550.31048554,31048554,Ionic liquids,Ionic liquids
6,31048363.31048364.31048534.31048550.31048555,31048555,Acids and bases,Acids and bases
6,31048363.31048364.31048534.31048550.31048556,31048556,Transition metals,Transition metals
6,31048363.31048364.31048534.31048550.31048557,31048557,Molecular geometry,Molecular geometry
6,31048363.31048364.31048534.31048550.31048558,31048558,Electronic Configurations,Electronic Configurations
6,31048363.31048364.31048534.31048550.31048559,31048559,Coordination chemistry,Coordination chemistry
6,31048363.31048364.31048534.31048550.31053869,31053869,"Semiconductors, components, systems","Semiconductors, components, systems"
5,31048363.31048364.31048534.31048560,31048560,"Physical chemistry, Polymer science, Electrochemis","Physical chemistry, Polymer science, Electrochemistry (dry cells, batteries, fuel cells, corrosion metals, electrolysis)"
6,31048363.31048364.31048534.31048560.31048439,31048439,Molecular electronics,Molecular electronics
6,31048363.31048364.31048534.31048560.31048441,31048441,Photochemistry,Photochemistry
7,31048363.31048364.31048534.31048560.31048441.31048564,31048564,Quantum Chemistry,Quantum Chemistry
7,31048363.31048364.31048534.31048560.31048441.31048565,31048565,Computational Chemistry,Computational Chemistry
7,31048363.31048364.31048534.31048560.31048441.31048566,31048566,Molecular Modelling,Molecular Modelling
7,31048363.31048364.31048534.31048560.31048441.31048567,31048567,Molecular dynamics,Molecular dynamics
7,31048363.31048364.31048534.31048560.31048441.31048568,31048568,Molecular mechanics,Molecular mechanics
7,31048363.31048364.31048534.31048560.31048441.31048569,31048569,Mathematical chemistry,Mathematical chemistry
7,31048363.31048364.31048534.31048560.31048441.31048570,31048570,Theoretical chemical kinetics,Theoretical chemical kinetics
6,31048363.31048364.31048534.31048560.31048460,31048460,Structure and dynamics of disordered systems: soft,"Structure and dynamics of disordered systems: soft matter (gels, colloids, liquid crystals, etc.), glasses, defects, etc."
6,31048363.31048364.31048534.31048560.31048555,31048555,Acids and bases,Acids and bases
6,31048363.31048364.31048534.31048560.31048561,31048561,Physical chemistry,Physical chemistry
6,31048363.31048364.31048534.31048560.31048562,31048562,Electrochemistry Redundant),Electrochemistry Redundant)
6,31048363.31048364.31048534.31048560.31048563,31048563,Nuclear chemistry,Nuclear chemistry
6,31048363.31048364.31048534.31048560.31048571,31048571,Theoretical and computational chemistry,Theoretical and computational chemistry
